loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
8150,8150,8150.0, 36 months,15.59,284.89,D,D1,Fully Paid
1000,1000,1000.0, 36 months,16.55,35.43,D,D2,Fully Paid
12000,12000,12000.0, 60 months,12.49,269.92,B,B5,Fully Paid
12000,12000,11900.0, 36 months,8.18,377.04,B,B1,Fully Paid
10000,10000,10000.0, 60 months,23.88,286.99,E,E2,Fully Paid
11200,11200,11200.0, 36 months,7.49,348.34,A,A4,Fully Paid
28800,28800,28800.0, 36 months,6.0,875.12,C,C5,Fully Paid
7800,7800,7800.0, 36 months,11.44,257.0,B,B4,Fully Paid
28000,28000,28000.0, 36 months,7.69,873.42,A,A4,Fully Paid
12000,12000,12000.0, 36 months,11.99,398.52,B,B3,Fully Paid
3700,3700,3700.0, 36 months,17.27,132.42,C,C5,Fully Paid
13200,13200,13200.0, 36 months,16.24,465.64,C,C5,Fully Paid
10100,10100,10100.0, 60 months,21.67,277.06,E,E5,Fully Paid
25000,25000,25000.0, 36 months,13.99,854.32,C,C4,Fully Paid
24125,24125,24125.0, 60 months,14.99,573.81,C,C5,Fully Paid
1000,1000,1000.0, 36 months,10.75,32.63,B,B4,Fully Paid
11200,11200,11200.0, 60 months,19.99,296.67,E,E4,Fully Paid
10000,10000,10000.0, 36 months,17.99,361.48,D,D2,Fully Paid
16000,16000,16000.0, 36 months,14.99,554.57,C,C4,Fully Paid
6000,6000,6000.0, 36 months,6.49,183.87,A,A2,Fully Paid
35000,35000,35000.0, 60 months,23.5,996.75,F,F1,Fully Paid
10000,10000,10000.0, 36 months,12.13,332.77,B,B5,Fully Paid
2400,2400,2400.0, 36 months,9.17,76.51,B,B1,Fully Paid
5000,5000,5000.0, 36 months,12.69,167.73,C,C2,Fully Paid
4800,4800,4800.0, 36 months,22.74,185.16,E,E1,Fully Paid
30000,30000,29975.0, 36 months,10.15,970.13,B,B2,Fully Paid
12000,12000,11975.0, 36 months,6.03,365.23,A,A1,Fully Paid
14400,14400,14400.0, 36 months,7.89,450.52,A,A5,Fully Paid
20000,20000,20000.0, 36 months,7.26,619.93,A,A4,Fully Paid
5000,5000,5000.0, 36 months,11.53,164.96,B,B5,Fully Paid
10800,10800,10800.0, 36 months,8.39,340.38,A,A5,Fully Paid
16000,16000,16000.0, 36 months,6.62,491.26,A,A2,Fully Paid
5000,5000,5000.0, 36 months,9.17,159.4,B,B2,Fully Paid
5600,5600,5600.0, 36 months,9.49,179.36,B,B2,Fully Paid
15000,15000,14750.0, 36 months,7.59,467.22,A,A3,Fully Paid
2400,2400,2400.0, 36 months,14.33,82.42,C,C1,Fully Paid
3575,3575,3575.0, 36 months,13.33,121.03,C,C3,Fully Paid
30000,30000,30000.0, 36 months,20.39,1120.88,D,D4,Fully Paid
12000,12000,12000.0, 36 months,5.32,361.38,A,A1,Fully Paid
4700,4700,4700.0, 36 months,10.99,153.85,B,B4,Fully Paid
24000,24000,24000.0, 36 months,7.89,750.86,A,A5,Fully Paid
14550,14550,14550.0, 60 months,18.25,371.46,D,D3,Fully Paid
14100,14100,14100.0, 36 months,19.24,518.57,E,E2,Fully Paid
25000,25000,25000.0, 36 months,13.99,854.32,C,C4,Fully Paid
3600,3600,3600.0, 36 months,11.53,118.77,B,B5,Fully Paid
22000,22000,22000.0, 36 months,14.3,755.12,C,C1,Fully Paid
5500,5500,5500.0, 36 months,8.39,173.35,B,B1,Fully Paid
15000,15000,15000.0, 36 months,11.53,494.86,B,B5,Fully Paid
13375,13375,13375.0, 36 months,16.55,473.87,D,D2,Fully Paid
19675,19675,19675.0, 60 months,11.99,437.57,B,B5,Fully Paid
20000,20000,20000.0, 36 months,7.9,625.81,A,A4,Fully Paid
35000,35000,35000.0, 60 months,22.7,980.65,E,E5,Fully Paid
30000,30000,30000.0, 36 months,7.49,933.05,A,A4,Fully Paid
22400,22400,22400.0, 60 months,17.86,567.11,D,D5,Fully Paid
23750,23750,23750.0, 36 months,14.3,815.19,C,C1,Fully Paid
18000,18000,18000.0, 36 months,15.31,626.72,C,C5,Fully Paid
15600,15600,15600.0, 36 months,6.49,478.06,A,A2,Fully Paid
15000,15000,15000.0, 36 months,15.59,524.33,D,D1,Fully Paid
10000,10000,10000.0, 36 months,19.05,366.82,D,D4,Fully Paid
6000,6000,6000.0, 36 months,12.35,200.3,B,B4,Fully Paid
6950,6950,6950.0, 36 months,9.67,223.19,B,B1,Fully Paid
6025,6025,6025.0, 36 months,9.93,194.22,B,B2,Fully Paid
10000,10000,9975.0, 36 months,6.24,305.31,A,A2,Fully Paid
6000,6000,6000.0, 36 months,9.67,192.68,B,B1,Fully Paid
8400,8400,8400.0, 36 months,7.62,261.76,A,A3,Fully Paid
10000,10000,10000.0, 36 months,12.79,335.93,C,C1,Fully Paid
7200,7200,7200.0, 36 months,8.39,226.92,A,A5,Fully Paid
19200,19200,19200.0, 60 months,14.85,455.26,C,C5,Fully Paid
18000,18000,18000.0, 60 months,15.31,431.16,C,C5,Fully Paid
15000,15000,15000.0, 36 months,10.99,491.01,B,B4,Fully Paid
12000,12000,12000.0, 36 months,8.9,381.04,A,A5,Fully Paid
25000,25000,25000.0, 60 months,12.79,566.15,C,C1,Fully Paid
10500,10500,10500.0, 60 months,15.61,253.17,D,D1,Fully Paid
14000,14000,14000.0, 36 months,7.39,434.79,A,A4,Fully Paid
20000,20000,20000.0, 60 months,13.33,458.45,C,C3,Fully Paid
16000,16000,16000.0, 60 months,16.02,389.26,C,C5,Fully Paid
2875,2875,2875.0, 36 months,21.49,109.05,E,E3,Fully Paid
12000,12000,12000.0, 36 months,6.03,365.23,A,A1,Fully Paid
3600,3600,3600.0, 36 months,16.99,128.34,D,D1,Fully Paid
14500,14500,14500.0, 60 months,17.76,366.32,D,D1,Fully Paid
10000,10000,10000.0, 36 months,15.8,350.59,C,C3,Fully Paid
6000,6000,6000.0, 36 months,13.49,203.59,C,C2,Fully Paid
5000,5000,5000.0, 36 months,17.99,180.74,D,D2,Fully Paid
16800,16800,16800.0, 36 months,7.69,524.06,A,A4,Fully Paid
8500,8500,8500.0, 36 months,11.47,280.18,B,B5,Fully Paid
35000,35000,35000.0, 60 months,23.28,992.31,F,F2,Fully Paid
10000,10000,10000.0, 60 months,16.24,244.46,C,C5,Fully Paid
7500,7500,7500.0, 36 months,11.49,247.29,B,B5,Fully Paid
7800,7800,7800.0, 36 months,12.12,259.52,B,B3,Fully Paid
29175,29175,29175.0, 36 months,12.85,980.92,B,B4,Fully Paid
6000,6000,6000.0, 36 months,9.99,193.58,B,B3,Fully Paid
18000,18000,18000.0, 60 months,8.99,373.57,B,B1,Fully Paid
18000,18000,18000.0, 60 months,19.53,472.2,D,D5,Fully Paid
13000,13000,13000.0, 36 months,13.59,441.73,C,C2,Fully Paid
11925,11925,11925.0, 60 months,18.24,304.38,D,D5,Fully Paid
10000,10000,10000.0, 36 months,14.08,342.17,C,C3,Fully Paid
20000,20000,19825.0, 36 months,11.48,659.37,B,B2,Fully Paid
10000,10000,10000.0, 36 months,5.32,301.15,A,A1,Fully Paid
12000,12000,12000.0, 36 months,8.24,377.37,B,B1,Fully Paid
12600,12600,12600.0, 36 months,6.24,384.69,A,A2,Fully Paid
5000,5000,5000.0, 36 months,18.99,183.26,D,D3,Fully Paid
14425,14425,14425.0, 36 months,14.99,499.98,C,C4,Fully Paid
30000,30000,30000.0, 60 months,16.99,745.42,D,D1,Fully Paid
24000,24000,24000.0, 60 months,11.44,527.1,B,B4,Fully Paid
20000,20000,20000.0, 60 months,11.49,439.76,B,B5,Fully Paid
20000,20000,19900.0, 36 months,6.89,616.54,A,A3,Fully Paid
10000,10000,10000.0, 36 months,9.76,321.55,B,B3,Fully Paid
10000,10000,10000.0, 36 months,8.67,316.47,B,B1,Fully Paid
24000,24000,24000.0, 36 months,8.39,756.4,B,B1,Fully Paid
10000,10000,9925.0, 60 months,15.61,241.12,C,C5,Fully Paid
16000,16000,15690.469193965879, 36 months,11.83,530.15,B,B3,Fully Paid
4000,4000,4000.0, 36 months,9.16,127.5,B,B2,Fully Paid
28000,28000,28000.0, 36 months,12.69,939.26,C,C2,Fully Paid
13175,13175,13175.0, 36 months,18.24,477.9,D,D5,Fully Paid
13550,13550,13550.0, 36 months,18.75,494.98,D,D3,Fully Paid
8000,8000,8000.0, 36 months,9.93,257.88,B,B2,Fully Paid
15000,15000,15000.0, 36 months,13.99,512.6,C,C4,Fully Paid
25000,25000,25000.0, 60 months,14.99,594.62,C,C5,Fully Paid
16000,16000,16000.0, 60 months,17.76,404.21,D,D1,Fully Paid
10000,10000,9950.0, 36 months,8.18,314.2,B,B1,Fully Paid
25000,25000,24550.0, 36 months,10.59,813.63,B,B2,Fully Paid
12150,12150,12150.0, 36 months,6.62,373.05,A,A2,Fully Paid
3500,3500,3500.0, 36 months,12.39,116.91,C,C1,Fully Paid
5525,5525,5525.0, 36 months,17.99,199.72,D,D2,Fully Paid
2500,2500,2500.0, 36 months,13.44,84.77,C,C3,Fully Paid
22400,22400,22375.0, 36 months,8.9,711.28,A,A5,Fully Paid
13000,13000,13000.0, 36 months,5.32,391.5,A,A1,Fully Paid
28000,28000,28000.0, 36 months,7.59,872.14,A,A3,Fully Paid
4000,4000,4000.0, 36 months,12.69,134.18,C,C2,Fully Paid
3625,3625,3625.0, 36 months,14.64,125.03,C,C3,Fully Paid
12500,12500,12500.0, 36 months,14.98,433.2,C,C3,Fully Paid
9600,9600,9600.0, 36 months,6.39,293.76,A,A2,Fully Paid
4200,4200,4200.0, 36 months,14.09,143.73,B,B5,Fully Paid
20000,20000,20000.0, 36 months,7.59,622.96,A,A3,Fully Paid
15000,15000,15000.0, 36 months,9.17,478.19,B,B1,Fully Paid
25000,25000,25000.0, 36 months,14.46,860.04,C,C4,Fully Paid
8000,8000,8000.0, 36 months,10.49,259.99,B,B3,Fully Paid
8400,8400,8400.0, 36 months,11.49,276.96,B,B5,Fully Paid
35000,35000,35000.0, 60 months,23.99,1006.68,F,F3,Fully Paid
24000,24000,24000.0, 60 months,14.08,559.44,C,C3,Fully Paid
10000,10000,10000.0, 60 months,21.0,270.54,E,E2,Fully Paid
12000,12000,12000.0, 36 months,11.67,396.69,B,B4,Fully Paid
5425,5425,5425.0, 36 months,11.49,178.87,B,B5,Fully Paid
14000,14000,14000.0, 36 months,15.99,492.13,C,C5,Fully Paid
7500,7500,7500.0, 36 months,11.47,247.22,B,B5,Fully Paid
5000,5000,5000.0, 36 months,17.57,179.69,D,D4,Fully Paid
5500,5500,5500.0, 36 months,16.29,194.16,C,C4,Fully Paid
16000,16000,16000.0, 60 months,7.89,323.59,A,A5,Fully Paid
25000,25000,25000.0, 36 months,13.59,849.48,C,C2,Fully Paid
8400,8400,8400.0, 36 months,7.89,262.8,A,A5,Fully Paid
16825,16825,16825.0, 60 months,20.49,450.36,E,E4,Fully Paid
12000,12000,12000.0, 60 months,16.01,291.89,C,C5,Fully Paid
4200,4200,4200.0, 36 months,12.99,141.5,C,C2,Fully Paid
35000,35000,35000.0, 60 months,19.53,918.16,D,D5,Fully Paid
12375,12375,12375.0, 36 months,11.55,408.38,B,B3,Fully Paid
8400,8400,8400.0, 36 months,8.99,267.08,B,B1,Fully Paid
30000,30000,30000.0, 36 months,6.89,924.81,A,A3,Fully Paid
14275,14275,14275.0, 60 months,20.3,380.59,E,E5,Fully Paid
1000,1000,1000.0, 36 months,13.18,33.79,C,C3,Fully Paid
24000,24000,24000.0, 36 months,13.98,820.04,C,C3,Fully Paid
19550,19550,19550.0, 60 months,19.99,517.85,E,E3,Fully Paid
10000,10000,10000.0, 36 months,5.32,301.15,A,A1,Fully Paid
10200,10200,10200.0, 36 months,6.03,310.45,A,A1,Fully Paid
4600,4600,4600.0, 36 months,12.12,153.05,B,B3,Fully Paid
10000,10000,10000.0, 36 months,8.19,314.25,A,A5,Fully Paid
12325,12325,12325.0, 36 months,12.49,412.26,B,B5,Fully Paid
22000,22000,21750.0, 60 months,14.09,512.93,B,B5,Fully Paid
5000,5000,5000.0, 36 months,7.89,156.43,A,A5,Fully Paid
6725,6725,6725.0, 36 months,5.32,202.53,A,A1,Fully Paid
10000,10000,10000.0, 36 months,5.32,301.15,A,A1,Fully Paid
30000,30000,30000.0, 36 months,11.22,985.29,B,B5,Fully Paid
6000,6000,6000.0, 36 months,13.59,203.88,C,C2,Fully Paid
5000,5000,5000.0, 36 months,19.05,183.41,D,D4,Fully Paid
4600,4600,4600.0, 36 months,12.69,154.31,C,C2,Fully Paid
24000,24000,24000.0, 36 months,5.32,722.76,A,A1,Fully Paid
25600,25600,25600.0, 36 months,9.76,823.16,B,B3,Fully Paid
15000,15000,15000.0, 36 months,11.99,498.15,B,B5,Fully Paid
30000,30000,30000.0, 36 months,8.18,942.59,B,B1,Fully Paid
16000,16000,16000.0, 36 months,16.99,570.37,D,D1,Fully Paid
35000,35000,35000.0, 36 months,10.99,1145.69,B,B3,Fully Paid
20800,20800,20800.0, 36 months,8.18,653.53,B,B1,Fully Paid
10000,10000,10000.0, 36 months,12.99,336.9,C,C1,Fully Paid
20500,20500,20500.0, 60 months,19.19,533.93,E,E3,Fully Paid
26400,26400,26400.0, 60 months,9.49,554.33,B,B2,Fully Paid
7100,7100,7075.0, 36 months,10.64,231.24,B,B2,Fully Paid
30000,30000,30000.0, 60 months,13.67,692.93,C,C3,Fully Paid
35000,35000,35000.0, 36 months,11.47,1153.67,B,B5,Fully Paid
18000,18000,18000.0, 36 months,11.99,597.78,C,C1,Fully Paid
5000,5000,5000.0, 36 months,18.49,182.0,D,D2,Fully Paid
23000,23000,23000.0, 36 months,18.49,837.17,D,D2,Fully Paid
25200,25200,25200.0, 60 months,28.18,787.37,G,G1,Fully Paid
8000,8000,8000.0, 36 months,11.99,265.68,C,C1,Fully Paid
12000,12000,12000.0, 60 months,10.49,257.87,B,B3,Fully Paid
17350,17350,17350.0, 60 months,24.5,504.18,F,F3,Fully Paid
12000,12000,12000.0, 36 months,14.65,413.94,C,C5,Fully Paid
20000,20000,20000.0, 36 months,12.49,668.98,B,B5,Fully Paid
6000,6000,6000.0, 36 months,11.67,198.35,B,B4,Fully Paid
25000,25000,25000.0, 36 months,5.32,752.87,A,A1,Fully Paid
8000,8000,8000.0, 36 months,10.99,261.88,B,B4,Fully Paid
21000,21000,21000.0, 36 months,12.99,707.48,C,C2,Fully Paid
14000,14000,14000.0, 36 months,6.89,431.58,A,A3,Fully Paid
16000,16000,15950.0, 36 months,12.85,537.95,B,B4,Fully Paid
7125,7125,7125.0, 36 months,15.99,250.46,C,C5,Fully Paid
18475,18475,18475.0, 36 months,10.49,600.4,B,B2,Fully Paid
18000,18000,17975.0, 36 months,11.14,590.5,B,B2,Fully Paid
28000,28000,28000.0, 36 months,7.9,876.13,A,A4,Fully Paid
24000,24000,24000.0, 36 months,7.62,747.88,A,A3,Fully Paid
30525,30525,30525.0, 60 months,25.29,901.15,E,E5,Fully Paid
5600,5600,5600.0, 36 months,15.61,195.81,D,D1,Fully Paid
4800,4800,4800.0, 36 months,12.69,161.02,C,C2,Fully Paid
35000,35000,35000.0, 60 months,23.52,997.16,G,G3,Fully Paid
30000,30000,30000.0, 60 months,14.49,705.7,C,C4,Fully Paid
7200,7200,7200.0, 36 months,12.99,242.57,C,C1,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B4,Fully Paid
8000,8000,8000.0, 36 months,10.49,259.99,B,B3,Fully Paid
22850,22850,22850.0, 60 months,17.57,574.91,D,D4,Fully Paid
32000,32000,31975.0, 36 months,13.59,1087.33,C,C2,Fully Paid
7000,7000,7000.0, 36 months,9.75,225.05,B,B3,Fully Paid
8000,8000,8000.0, 36 months,11.22,262.75,B,B5,Fully Paid
7275,7275,7275.0, 36 months,19.52,268.59,D,D4,Fully Paid
10000,10000,10000.0, 60 months,17.86,253.18,D,D5,Fully Paid
12500,12500,12500.0, 36 months,7.99,391.65,A,A5,Fully Paid
15700,15700,15700.0, 36 months,6.03,477.84,A,A1,Fully Paid
30000,30000,30000.0, 36 months,14.49,1032.49,C,C4,Fully Paid
16000,16000,16000.0, 36 months,6.89,493.23,A,A3,Fully Paid
16000,16000,16000.0, 36 months,6.24,488.5,A,A2,Fully Paid
6000,6000,6000.0, 36 months,7.9,187.75,A,A4,Fully Paid
5600,5600,5600.0, 36 months,10.15,181.1,B,B2,Fully Paid
14700,14700,14700.0, 36 months,10.91,480.64,B,B4,Fully Paid
17000,17000,17000.0, 36 months,11.53,560.84,B,B5,Fully Paid
7200,7200,7200.0, 36 months,13.11,242.98,B,B4,Fully Paid
7750,7750,7750.0, 36 months,16.29,273.58,C,C4,Fully Paid
20000,20000,20000.0, 60 months,17.97,507.55,D,D1,Fully Paid
24000,24000,24000.0, 36 months,9.99,774.3,B,B3,Fully Paid
8000,8000,8000.0, 36 months,9.67,256.9,B,B1,Fully Paid
9000,9000,8975.0, 36 months,8.9,285.78,A,A5,Fully Paid
15000,15000,15000.0, 36 months,8.67,474.7,B,B1,Fully Paid
24000,24000,24000.0, 60 months,14.03,558.82,C,C2,Fully Paid
4000,4000,4000.0, 60 months,15.27,95.73,C,C4,Fully Paid
3000,3000,3000.0, 36 months,8.24,94.35,B,B1,Fully Paid
9700,9700,9700.0, 36 months,15.99,340.98,C,C5,Fully Paid
8000,8000,8000.0, 36 months,9.67,256.9,B,B1,Fully Paid
22425,22425,22425.0, 60 months,12.99,510.13,C,C2,Fully Paid
1500,1500,1500.0, 36 months,16.01,52.75,C,C5,Fully Paid
22000,22000,22000.0, 60 months,10.99,478.23,B,B2,Fully Paid
35000,35000,35000.0, 60 months,17.09,871.54,D,D1,Fully Paid
12000,12000,12000.0, 36 months,9.99,387.15,B,B3,Fully Paid
35000,35000,35000.0, 36 months,13.33,1184.86,C,C3,Fully Paid
7000,7000,7000.0, 36 months,9.17,223.16,B,B1,Fully Paid
15600,15600,15600.0, 36 months,21.0,587.74,E,E2,Fully Paid
6000,6000,6000.0, 36 months,18.06,217.1,D,D2,Fully Paid
13000,13000,13000.0, 36 months,9.67,417.47,B,B1,Fully Paid
13000,13000,13000.0, 60 months,14.99,309.21,C,C5,Fully Paid
25000,25000,25000.0, 36 months,7.89,782.15,A,A5,Fully Paid
35000,35000,34950.0, 36 months,17.14,1250.29,D,D4,Fully Paid
16000,16000,16000.0, 60 months,16.99,397.56,D,D1,Fully Paid
4000,4000,4000.0, 36 months,15.99,140.61,C,C5,Fully Paid
10000,10000,9975.0, 36 months,16.29,353.01,C,C4,Fully Paid
16000,16000,16000.0, 36 months,7.49,497.63,A,A4,Fully Paid
12000,12000,12000.0, 60 months,16.99,298.17,D,D1,Fully Paid
11000,11000,11000.0, 36 months,14.98,381.22,C,C3,Fully Paid
25000,25000,25000.0, 36 months,5.32,752.87,A,A1,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B4,Fully Paid
9125,9125,9125.0, 36 months,6.89,281.3,A,A3,Fully Paid
24000,24000,24000.0, 36 months,6.89,739.85,A,A3,Fully Paid
8000,8000,8000.0, 36 months,12.49,267.6,B,B4,Fully Paid
33600,33600,33600.0, 36 months,12.99,1131.96,C,C2,Fully Paid
1000,1000,1000.0, 36 months,5.32,30.12,A,A1,Fully Paid
16950,16950,16950.0, 36 months,16.29,598.35,C,C4,Fully Paid
18600,18600,18600.0, 36 months,12.49,622.15,B,B5,Fully Paid
11000,11000,11000.0, 36 months,15.99,386.68,C,C5,Fully Paid
9000,9000,9000.0, 36 months,12.99,303.21,C,C2,Fully Paid
20000,20000,19950.0, 60 months,17.77,505.37,D,D1,Fully Paid
6000,6000,6000.0, 36 months,12.69,201.27,B,B5,Fully Paid
9600,9600,9600.0, 36 months,5.32,289.11,A,A1,Fully Paid
8500,8500,8500.0, 36 months,7.21,263.28,A,A3,Fully Paid
8000,8000,8000.0, 36 months,11.49,263.78,B,B5,Fully Paid
12375,12375,12375.0, 36 months,13.11,417.62,B,B4,Fully Paid
20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Fully Paid
14000,14000,14000.0, 60 months,16.99,347.87,D,D1,Fully Paid
25000,25000,25000.0, 36 months,7.26,774.91,A,A4,Fully Paid
11000,11000,10975.0, 36 months,7.62,342.78,A,A3,Fully Paid
7175,7175,7175.0, 36 months,23.99,281.46,F,F2,Fully Paid
5000,5000,5000.0, 36 months,11.49,164.86,B,B4,Fully Paid
8000,8000,8000.0, 36 months,14.33,274.71,C,C1,Fully Paid
15000,15000,14950.0, 36 months,16.24,529.14,C,C5,Fully Paid
13000,13000,13000.0, 36 months,8.18,408.46,B,B1,Fully Paid
10000,10000,10000.0, 36 months,7.49,311.02,A,A4,Fully Paid
8000,8000,8000.0, 36 months,13.67,272.15,B,B5,Fully Paid
2400,2400,2400.0, 36 months,15.59,83.9,D,D1,Fully Paid
7000,7000,7000.0, 36 months,12.99,235.83,C,C2,Fully Paid
13250,13250,13250.0, 60 months,9.16,276.08,B,B2,Fully Paid
6000,6000,6000.0, 36 months,10.91,196.18,B,B4,Fully Paid
9150,9150,9150.0, 36 months,19.24,336.52,E,E2,Fully Paid
20000,20000,20000.0, 36 months,6.92,616.82,A,A4,Fully Paid
18825,18825,18825.0, 60 months,24.99,552.43,F,F4,Fully Paid
22250,22250,22200.0, 36 months,6.62,683.16,A,A2,Fully Paid
11000,11000,11000.0, 36 months,6.72,338.25,A,A3,Fully Paid
11200,11200,11200.0, 36 months,9.75,360.08,B,B3,Fully Paid
12000,12000,12000.0, 36 months,9.16,382.5,B,B2,Fully Paid
6000,6000,6000.0, 36 months,7.97,187.94,A,A5,Fully Paid
25000,25000,25000.0, 36 months,15.31,870.44,C,C2,Fully Paid
7200,7200,7200.0, 36 months,10.91,235.42,B,B4,Fully Paid
6025,6025,6025.0, 36 months,15.99,211.8,C,C5,Fully Paid
7000,7000,7000.0, 36 months,12.39,233.81,C,C1,Fully Paid
14000,14000,14000.0, 36 months,14.16,479.58,C,C2,Fully Paid
12900,12900,12900.0, 36 months,13.99,440.83,C,C4,Fully Paid
10000,10000,10000.0, 60 months,13.35,229.33,C,C2,Fully Paid
35000,35000,35000.0, 60 months,17.99,888.58,D,D2,Fully Paid
20400,20400,20400.0, 60 months,11.99,453.69,C,C1,Fully Paid
17600,17600,17600.0, 60 months,15.59,424.18,C,C5,Fully Paid
3000,3000,3000.0, 36 months,11.44,98.85,B,B4,Fully Paid
20000,20000,20000.0, 36 months,9.75,643.0,B,B3,Fully Paid
35000,35000,34975.0, 60 months,22.47,976.04,E,E5,Fully Paid
15000,15000,15000.0, 36 months,7.39,465.84,A,A4,Fully Paid
6025,6025,6025.0, 36 months,11.49,198.66,B,B5,Fully Paid
11475,11475,11475.0, 36 months,13.35,388.58,C,C2,Fully Paid
12000,12000,12000.0, 60 months,13.49,276.06,C,C2,Fully Paid
7125,7125,7125.0, 36 months,11.99,236.62,B,B3,Fully Paid
6000,6000,6000.0, 36 months,8.49,189.38,B,B1,Fully Paid
12000,12000,12000.0, 36 months,11.99,398.52,B,B3,Fully Paid
6075,6075,6075.0, 36 months,25.8,244.12,G,G1,Fully Paid
12000,12000,12000.0, 36 months,14.65,413.94,C,C5,Fully Paid
10400,10400,10400.0, 36 months,7.69,324.42,A,A4,Fully Paid
20500,20500,20500.0, 60 months,18.55,526.72,E,E2,Fully Paid
18000,18000,18000.0, 36 months,8.39,567.3,B,B1,Fully Paid
13000,13000,13000.0, 36 months,8.18,408.46,B,B1,Fully Paid
19950,19950,19950.0, 60 months,10.9,432.77,B,B4,Fully Paid
40000,40000,40000.0, 36 months,10.49,1299.91,B,B2,Fully Paid
5000,5000,5000.0, 36 months,10.49,162.49,B,B3,Fully Paid
12000,12000,12000.0, 36 months,8.19,377.09,A,A5,Fully Paid
20000,20000,20000.0, 36 months,9.16,637.49,B,B2,Fully Paid
15000,15000,15000.0, 36 months,11.47,494.43,B,B5,Fully Paid
3050,3050,3050.0, 36 months,9.99,98.41,B,B3,Fully Paid
16325,16325,16300.0, 36 months,18.99,598.33,D,D4,Fully Paid
10000,10000,10000.0, 60 months,17.99,253.88,D,D2,Fully Paid
8000,8000,8000.0, 36 months,9.93,257.88,B,B2,Fully Paid
4000,4000,4000.0, 36 months,12.29,133.42,C,C1,Fully Paid
29325,29325,29325.0, 36 months,16.99,1045.38,D,D3,Fully Paid
35000,35000,35000.0, 36 months,21.49,1327.45,D,D5,Fully Paid
5050,5050,5050.0, 36 months,18.2,183.08,E,E1,Fully Paid
5000,5000,5000.0, 36 months,13.65,170.04,C,C1,Fully Paid
40000,40000,40000.0, 60 months,21.49,1093.19,D,D5,Fully Paid
21000,21000,21000.0, 36 months,14.99,727.87,C,C5,Fully Paid
12000,12000,12000.0, 36 months,21.45,454.88,D,D5,Fully Paid
12000,12000,12000.0, 36 months,6.89,369.93,A,A3,Fully Paid
17875,17875,17875.0, 60 months,17.57,449.74,D,D2,Fully Paid
35000,35000,34750.0, 36 months,7.99,1096.62,A,A5,Fully Paid
21000,21000,21000.0, 36 months,13.67,714.37,C,C3,Fully Paid
17000,17000,17000.0, 36 months,10.99,556.48,B,B2,Fully Paid
35000,35000,34875.0, 60 months,20.99,946.68,E,E5,Fully Paid
6000,6000,6000.0, 36 months,20.0,222.99,D,D4,Fully Paid
28000,28000,28000.0, 36 months,23.99,1098.38,E,E2,Fully Paid
25000,25000,24875.0, 36 months,7.49,777.55,A,A4,Fully Paid
12600,12600,12600.0, 60 months,18.54,323.68,E,E1,Fully Paid
19675,19675,19675.0, 60 months,11.98,437.47,B,B5,Fully Paid
25000,25000,25000.0, 36 months,15.04,867.13,C,C4,Fully Paid
7000,7000,7000.0, 36 months,15.99,246.07,C,C5,Fully Paid
10000,10000,10000.0, 36 months,14.33,343.39,C,C5,Fully Paid
20000,20000,19950.0, 36 months,12.85,672.44,B,B4,Fully Paid
3600,3600,3600.0, 36 months,16.55,127.55,D,D2,Fully Paid
5000,5000,5000.0, 36 months,8.18,157.1,B,B1,Fully Paid
15000,15000,15000.0, 36 months,5.32,451.73,A,A1,Fully Paid
10000,10000,10000.0, 36 months,13.49,339.31,C,C2,Fully Paid
20000,20000,19975.0, 36 months,7.9,625.81,A,A4,Fully Paid
20000,20000,20000.0, 60 months,13.99,465.27,C,C4,Fully Paid
30000,30000,30000.0, 36 months,9.16,956.23,B,B2,Fully Paid
25000,25000,25000.0, 36 months,7.89,782.15,A,A5,Fully Paid
6000,6000,6000.0, 36 months,9.99,193.58,B,B3,Fully Paid
20000,20000,20000.0, 60 months,13.67,461.96,C,C3,Fully Paid
13000,13000,13000.0, 60 months,13.99,302.42,C,C4,Fully Paid
14400,14400,14400.0, 36 months,10.49,467.97,B,B3,Fully Paid
8450,8450,8425.0, 36 months,7.9,264.41,A,A4,Fully Paid
8000,8000,8000.0, 36 months,6.24,244.25,A,A2,Fully Paid
18000,18000,18000.0, 60 months,13.33,412.61,C,C3,Fully Paid
15600,15600,15600.0, 36 months,9.93,502.86,B,B2,Fully Paid
11000,11000,11000.0, 60 months,24.49,319.59,E,E3,Fully Paid
10700,10700,10700.0, 36 months,15.8,375.13,C,C3,Fully Paid
8000,8000,8000.0, 36 months,12.69,268.36,C,C2,Fully Paid
10000,10000,10000.0, 36 months,12.99,336.9,C,C2,Fully Paid
8000,8000,8000.0, 36 months,14.49,275.33,C,C4,Fully Paid
10000,10000,10000.0, 60 months,16.99,248.48,D,D3,Fully Paid
